Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2021-10-31,5820,3932
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2021-09-30,6762,3933
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2021-08-31,6047,3934
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2021-07-31,4647,3935
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2021-06-30,2189,3936
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2021-05-31,1368,3937
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2021-04-30,419,3938
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2021-03-31,473,3939
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2021-02-28,353,3940
Total Nacional,Castilla y leon,Segovia,Viajero,Extranjero,2021-01-31,181,3941
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-12-31,10716,3942
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-11-30,14510,3943
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-10-31,21549,3944
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-09-30,21514,3945
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-08-31,28621,3946
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-07-31,21495,3947
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-06-30,16871,3948
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-05-31,10105,3949
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-04-30,6378,3950
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-03-31,4925,3951
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-02-28,2728,3952
Total Nacional,Castilla y leon,Soria,Viajero,General,2021-01-31,2373,3953
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-12-31,9765,3954
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-11-30,12899,3955
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-10-31,19913,3956
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-09-30,19798,3957
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-08-31,27213,3958
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-07-31,20352,3959
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-06-30,16086,3960
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-05-31,9587,3961
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-04-30,6224,3962
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-03-31,4672,3963
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-02-28,2517,3964
Total Nacional,Castilla y leon,Soria,Viajero,Espana,2021-01-31,2151,3965
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-12-31,951,3966
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-11-30,1611,3967
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-10-31,1637,3968
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-09-30,1716,3969
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-08-31,1407,3970
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-07-31,1143,3971
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-06-30,785,3972
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-05-31,518,3973
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-04-30,153,3974
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-03-31,253,3975
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-02-28,210,3976
Total Nacional,Castilla y leon,Soria,Viajero,Extranjero,2021-01-31,222,3977
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-12-31,43041,3978
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-11-30,59337,3979
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-10-31,64917,3980
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-09-30,60753,3981
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-08-31,71709,3982
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-07-31,52479,3983
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-06-30,48556,3984
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-05-31,33449,3985
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-04-30,17668,3986
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-03-31,21426,3987
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-02-28,13193,3988
Total Nacional,Castilla y leon,Valladolid,Viajero,General,2021-01-31,10485,3989
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-12-31,38038,3990
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-11-30,52281,3991
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-10-31,54431,3992
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-09-30,51085,3993
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-08-31,58233,3994
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-07-31,44703,3995
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-06-30,43781,3996
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-05-31,30700,3997
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-04-30,16292,3998
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-03-31,20034,3999
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-02-28,12231,4000
Total Nacional,Castilla y leon,Valladolid,Viajero,Espana,2021-01-31,9277,4001
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-12-31,5003,4002
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-11-30,7056,4003
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-10-31,10485,4004
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-09-30,9669,4005
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-08-31,13476,4006
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-07-31,7776,4007
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-06-30,4774,4008
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-05-31,2750,4009
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-04-30,1375,4010
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-03-31,1392,4011
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-02-28,963,4012
Total Nacional,Castilla y leon,Valladolid,Viajero,Extranjero,2021-01-31,1208,4013
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-12-31,12551,4014
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-11-30,15439,4015
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-10-31,24843,4016
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-09-30,25554,4017
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-08-31,32659,4018
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-07-31,25581,4019
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-06-30,14591,4020
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-05-31,9336,4021
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-04-30,5998,4022
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-03-31,5194,4023
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-02-28,3094,4024
Total Nacional,Castilla y leon,Zamora,Viajero,General,2021-01-31,2781,4025
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-12-31,11879,4026
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-11-30,14410,4027
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-10-31,22779,4028
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-09-30,22615,4029
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-08-31,30381,4030
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-07-31,23579,4031
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-06-30,13332,4032
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-05-31,8600,4033
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-04-30,5625,4034
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-03-31,4871,4035
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-02-28,2833,4036
Total Nacional,Castilla y leon,Zamora,Viajero,Espana,2021-01-31,2580,4037
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-12-31,672,4038
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-11-30,1029,4039
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-10-31,2063,4040
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-09-30,2939,4041
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-08-31,2278,4042
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-07-31,2002,4043
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-06-30,1260,4044
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-05-31,737,4045
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-04-30,374,4046
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-03-31,323,4047
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-02-28,261,4048
Total Nacional,Castilla y leon,Zamora,Viajero,Extranjero,2021-01-31,201,4049
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-12-31,23810,4050
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-11-30,26578,4051
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-10-31,35233,4052
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-09-30,32498,4053
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-08-31,35304,4054
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-07-31,30812,4055
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-06-30,27296,4056
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-05-31,22722,4057
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-04-30,16790,4058
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-03-31,16575,4059
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-02-28,9865,4060
Total Nacional,Castilla la mancha,Albacete,Viajero,General,2021-01-31,8506,4061
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-12-31,21998,4062
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-11-30,23843,4063
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-10-31,32249,4064
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-09-30,29538,4065
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-08-31,32897,4066
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-07-31,28908,4067
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-06-30,25515,4068
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-05-31,21033,4069
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-04-30,15841,4070
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-03-31,15592,4071
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-02-28,9074,4072
Total Nacional,Castilla la mancha,Albacete,Viajero,Espana,2021-01-31,7883,4073
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-12-31,1812,4074
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-11-30,2735,4075
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-10-31,2984,4076
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-09-30,2961,4077
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-08-31,2407,4078
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-07-31,1904,4079
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-06-30,1781,4080
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-05-31,1689,4081
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-04-30,949,4082
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-03-31,983,4083
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-02-28,791,4084
Total Nacional,Castilla la mancha,Albacete,Viajero,Extranjero,2021-01-31,624,4085
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-12-31,25941,4086
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-11-30,32473,4087
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-10-31,40258,4088
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-09-30,32810,4089
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-08-31,38244,4090
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-07-31,33679,4091
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-06-30,27673,4092
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-05-31,21582,4093
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-04-30,15149,4094
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-03-31,13945,4095
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-02-28,9279,4096
Total Nacional,Castilla la mancha,Ciudad real,Viajero,General,2021-01-31,7208,4097
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-12-31,23886,4098
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-11-30,29530,4099
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-10-31,36045,4100
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-09-30,29441,4101
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-08-31,34778,4102
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-07-31,30967,4103
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-06-30,25730,4104
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-05-31,20354,4105
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-04-30,13981,4106
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-03-31,13383,4107
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-02-28,8662,4108
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Espana,2021-01-31,6708,4109
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-12-31,2055,4110
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-11-30,2943,4111
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-10-31,4213,4112
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-09-30,3368,4113
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-08-31,3465,4114
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-07-31,2712,4115
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-06-30,1943,4116
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-05-31,1228,4117
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-04-30,1168,4118
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-03-31,561,4119
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-02-28,616,4120
Total Nacional,Castilla la mancha,Ciudad real,Viajero,Extranjero,2021-01-31,500,4121
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-12-31,18879,4122
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-11-30,22458,4123
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-10-31,29172,4124
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-09-30,28864,4125
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-08-31,39986,4126
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-07-31,26313,4127
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-06-30,21412,4128
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-05-31,14107,4129
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-04-30,10137,4130
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-03-31,9733,4131
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-02-28,5342,4132
Total Nacional,Castilla la mancha,Cuenca,Viajero,General,2021-01-31,3164,4133
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-12-31,16834,4134
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-11-30,20125,4135
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-10-31,25206,4136
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-09-30,25659,4137
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-08-31,36555,4138
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-07-31,23509,4139
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-06-30,19970,4140
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-05-31,13187,4141
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-04-30,9633,4142
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-03-31,9168,4143
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-02-28,5112,4144
Total Nacional,Castilla la mancha,Cuenca,Viajero,Espana,2021-01-31,2774,4145
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-12-31,2046,4146
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-11-30,2333,4147
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-10-31,3965,4148
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-09-30,3206,4149
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-08-31,3431,4150
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-07-31,2803,4151
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-06-30,1441,4152
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-05-31,920,4153
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-04-30,504,4154
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-03-31,564,4155
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-02-28,231,4156
Total Nacional,Castilla la mancha,Cuenca,Viajero,Extranjero,2021-01-31,390,4157
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-12-31,17443,4158
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-11-30,18838,4159
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-10-31,25095,4160
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-09-30,21575,4161
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-08-31,23865,4162
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-07-31,22659,4163
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-06-30,18744,4164
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-05-31,16350,4165
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-04-30,11016,4166
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-03-31,9073,4167
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-02-28,7155,4168
Total Nacional,Castilla la mancha,Guadalajara,Viajero,General,2021-01-31,5833,4169
Total Nacional,Castilla la mancha,Guadalajara,Viajero,Espana,2021-12-31,16264,4170
Total Nacional,Castilla la mancha,Guadalajara,Viajero,Espana,2021-11-30,17099,4171
Total Nacional,Castilla la mancha,Guadalajara,Viajero,Espana,2021-10-31,22711,4172
Total Nacional,Castilla la mancha,Guadalajara,Viajero,Espana,2021-09-30,19211,4173
Total Nacional,Castilla la mancha,Guadalajara,Viajero,Espana,2021-08-31,21763,4174
Total Nacional,Castilla la mancha,Guadalajara,Viajero,Espana,2021-07-31,21007,4175
