Totales_Territoriales,Comunidades_Ciudades_Autonomas,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros,ID_pernoctaciones,ID_total
Total Nacional,Castilla la mancha,Pernoctaciones,General,2020-09-01,168766,4575,4575,4575
Total Nacional,Castilla la mancha,Pernoctaciones,General,2020-08-01,237434,4576,4576,4576
Total Nacional,Castilla la mancha,Pernoctaciones,General,2020-07-01,183905,4577,4577,4577
Total Nacional,Castilla la mancha,Pernoctaciones,General,2020-06-01,63077,4578,4578,4578
Total Nacional,Castilla la mancha,Pernoctaciones,General,2020-05-01,14412,4579,4579,4579
Total Nacional,Castilla la mancha,Pernoctaciones,General,2020-04-01,0,4580,4580,4580
Total Nacional,Castilla la mancha,Pernoctaciones,General,2020-03-01,116185,4581,4581,4581
Total Nacional,Castilla la mancha,Pernoctaciones,General,2020-02-01,258227,4582,4582,4582
Total Nacional,Castilla la mancha,Pernoctaciones,General,2020-01-01,208244,4583,4583,4583
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-12-01,75917,4584,4584,4584
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-11-01,82968,4585,4585,4585
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-10-01,136676,4586,4586,4586
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-09-01,152512,4587,4587,4587
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-08-01,218087,4588,4588,4588
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-07-01,164176,4589,4589,4589
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-06-01,55588,4590,4590,4590
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-05-01,11092,4591,4591,4591
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-04-01,0,4592,4592,4592
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-03-01,99018,4593,4593,4593
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-02-01,216916,4594,4594,4594
Total Nacional,Castilla la mancha,Pernoctaciones,Espana,2020-01-01,162616,4595,4595,4595
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-12-01,6872,4596,4596,4596
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-11-01,9112,4597,4597,4597
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-10-01,16646,4598,4598,4598
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-09-01,16254,4599,4599,4599
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-08-01,19346,4600,4600,4600
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-07-01,19729,4601,4601,4601
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-06-01,7488,4602,4602,4602
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-05-01,3320,4603,4603,4603
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-04-01,0,4604,4604,4604
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-03-01,17167,4605,4605,4605
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-02-01,41311,4606,4606,4606
Total Nacional,Castilla la mancha,Pernoctaciones,Extranjero,2020-01-01,45628,4607,4607,4607
Total Nacional,Cataluna,Viajero,General,2020-12-01,220589,4608,4608,4608
Total Nacional,Cataluna,Viajero,General,2020-11-01,144031,4609,4609,4609
Total Nacional,Cataluna,Viajero,General,2020-10-01,333386,4610,4610,4610
Total Nacional,Cataluna,Viajero,General,2020-09-01,627692,4611,4611,4611
Total Nacional,Cataluna,Viajero,General,2020-08-01,1085954,4612,4612,4612
Total Nacional,Cataluna,Viajero,General,2020-07-01,758997,4613,4613,4613
Total Nacional,Cataluna,Viajero,General,2020-06-01,156464,4614,4614,4614
Total Nacional,Cataluna,Viajero,General,2020-05-01,10562,4615,4615,4615
Total Nacional,Cataluna,Viajero,General,2020-04-01,0,4616,4616,4616
Total Nacional,Cataluna,Viajero,General,2020-03-01,438706,4617,4617,4617
Total Nacional,Cataluna,Viajero,General,2020-02-01,1101846,4618,4618,4618
Total Nacional,Cataluna,Viajero,General,2020-01-01,1017702,4619,4619,4619
Total Nacional,Cataluna,Viajero,Espana,2020-12-01,164283,4620,4620,4620
Total Nacional,Cataluna,Viajero,Espana,2020-11-01,107507,4621,4621,4621
Total Nacional,Cataluna,Viajero,Espana,2020-10-01,233113,4622,4622,4622
Total Nacional,Cataluna,Viajero,Espana,2020-09-01,484305,4623,4623,4623
Total Nacional,Cataluna,Viajero,Espana,2020-08-01,813152,4624,4624,4624
Total Nacional,Cataluna,Viajero,Espana,2020-07-01,504564,4625,4625,4625
Total Nacional,Cataluna,Viajero,Espana,2020-06-01,121451,4626,4626,4626
Total Nacional,Cataluna,Viajero,Espana,2020-05-01,7101,4627,4627,4627
Total Nacional,Cataluna,Viajero,Espana,2020-04-01,0,4628,4628,4628
Total Nacional,Cataluna,Viajero,Espana,2020-03-01,194947,4629,4629,4629
Total Nacional,Cataluna,Viajero,Espana,2020-02-01,454073,4630,4630,4630
Total Nacional,Cataluna,Viajero,Espana,2020-01-01,388954,4631,4631,4631
Total Nacional,Cataluna,Viajero,Extranjero,2020-12-01,56306,4632,4632,4632
Total Nacional,Cataluna,Viajero,Extranjero,2020-11-01,36524,4633,4633,4633
Total Nacional,Cataluna,Viajero,Extranjero,2020-10-01,100273,4634,4634,4634
Total Nacional,Cataluna,Viajero,Extranjero,2020-09-01,143387,4635,4635,4635
Total Nacional,Cataluna,Viajero,Extranjero,2020-08-01,272802,4636,4636,4636
Total Nacional,Cataluna,Viajero,Extranjero,2020-07-01,254433,4637,4637,4637
Total Nacional,Cataluna,Viajero,Extranjero,2020-06-01,35012,4638,4638,4638
Total Nacional,Cataluna,Viajero,Extranjero,2020-05-01,3462,4639,4639,4639
Total Nacional,Cataluna,Viajero,Extranjero,2020-04-01,0,4640,4640,4640
Total Nacional,Cataluna,Viajero,Extranjero,2020-03-01,243759,4641,4641,4641
Total Nacional,Cataluna,Viajero,Extranjero,2020-02-01,647772,4642,4642,4642
Total Nacional,Cataluna,Viajero,Extranjero,2020-01-01,628748,4643,4643,4643
Total Nacional,Cataluna,Pernoctaciones,General,2020-12-01,392142,4644,4644,4644
Total Nacional,Cataluna,Pernoctaciones,General,2020-11-01,279247,4645,4645,4645
Total Nacional,Cataluna,Pernoctaciones,General,2020-10-01,630058,4646,4646,4646
Total Nacional,Cataluna,Pernoctaciones,General,2020-09-01,1300688,4647,4647,4647
Total Nacional,Cataluna,Pernoctaciones,General,2020-08-01,2833581,4648,4648,4648
Total Nacional,Cataluna,Pernoctaciones,General,2020-07-01,1866125,4649,4649,4649
Total Nacional,Cataluna,Pernoctaciones,General,2020-06-01,294695,4650,4650,4650
Total Nacional,Cataluna,Pernoctaciones,General,2020-05-01,29506,4651,4651,4651
Total Nacional,Cataluna,Pernoctaciones,General,2020-04-01,0,4652,4652,4652
Total Nacional,Cataluna,Pernoctaciones,General,2020-03-01,1023954,4653,4653,4653
Total Nacional,Cataluna,Pernoctaciones,General,2020-02-01,2388147,4654,4654,4654
Total Nacional,Cataluna,Pernoctaciones,General,2020-01-01,2273864,4655,4655,4655
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-12-01,280266,4656,4656,4656
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-11-01,201535,4657,4657,4657
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-10-01,415995,4658,4658,4658
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-09-01,965671,4659,4659,4659
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-08-01,2038115,4660,4660,4660
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-07-01,1096712,4661,4661,4661
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-06-01,224169,4662,4662,4662
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-05-01,21431,4663,4663,4663
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-04-01,0,4664,4664,4664
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-03-01,389436,4665,4665,4665
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-02-01,807251,4666,4666,4666
Total Nacional,Cataluna,Pernoctaciones,Espana,2020-01-01,708981,4667,4667,4667
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-12-01,111876,4668,4668,4668
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-11-01,77712,4669,4669,4669
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-10-01,214063,4670,4670,4670
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-09-01,335017,4671,4671,4671
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-08-01,795465,4672,4672,4672
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-07-01,769413,4673,4673,4673
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-06-01,70526,4674,4674,4674
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-05-01,8076,4675,4675,4675
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-04-01,0,4676,4676,4676
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-03-01,634518,4677,4677,4677
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-02-01,1580896,4678,4678,4678
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2020-01-01,1564883,4679,4679,4679
Total Nacional,Comunidad valencia,Viajero,General,2020-12-01,154733,4680,4680,4680
Total Nacional,Comunidad valencia,Viajero,General,2020-11-01,146459,4681,4681,4681
Total Nacional,Comunidad valencia,Viajero,General,2020-10-01,275836,4682,4682,4682
Total Nacional,Comunidad valencia,Viajero,General,2020-09-01,346087,4683,4683,4683
Total Nacional,Comunidad valencia,Viajero,General,2020-08-01,623076,4684,4684,4684
Total Nacional,Comunidad valencia,Viajero,General,2020-07-01,454395,4685,4685,4685
Total Nacional,Comunidad valencia,Viajero,General,2020-06-01,89239,4686,4686,4686
Total Nacional,Comunidad valencia,Viajero,General,2020-05-01,10107,4687,4687,4687
Total Nacional,Comunidad valencia,Viajero,General,2020-04-01,0,4688,4688,4688
Total Nacional,Comunidad valencia,Viajero,General,2020-03-01,238426,4689,4689,4689
Total Nacional,Comunidad valencia,Viajero,General,2020-02-01,598949,4690,4690,4690
Total Nacional,Comunidad valencia,Viajero,General,2020-01-01,464247,4691,4691,4691
Total Nacional,Comunidad valencia,Viajero,Espana,2020-12-01,129389,4692,4692,4692
Total Nacional,Comunidad valencia,Viajero,Espana,2020-11-01,120328,4693,4693,4693
Total Nacional,Comunidad valencia,Viajero,Espana,2020-10-01,224543,4694,4694,4694
Total Nacional,Comunidad valencia,Viajero,Espana,2020-09-01,290520,4695,4695,4695
Total Nacional,Comunidad valencia,Viajero,Espana,2020-08-01,512512,4696,4696,4696
Total Nacional,Comunidad valencia,Viajero,Espana,2020-07-01,361056,4697,4697,4697
Total Nacional,Comunidad valencia,Viajero,Espana,2020-06-01,78801,4698,4698,4698
Total Nacional,Comunidad valencia,Viajero,Espana,2020-05-01,9016,4699,4699,4699
Total Nacional,Comunidad valencia,Viajero,Espana,2020-04-01,0,4700,4700,4700
Total Nacional,Comunidad valencia,Viajero,Espana,2020-03-01,134504,4701,4701,4701
Total Nacional,Comunidad valencia,Viajero,Espana,2020-02-01,371385,4702,4702,4702
Total Nacional,Comunidad valencia,Viajero,Espana,2020-01-01,259717,4703,4703,4703
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-12-01,25344,4704,4704,4704
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-11-01,26131,4705,4705,4705
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-10-01,51293,4706,4706,4706
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-09-01,55567,4707,4707,4707
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-08-01,110564,4708,4708,4708
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-07-01,93339,4709,4709,4709
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-06-01,10438,4710,4710,4710
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-05-01,1091,4711,4711,4711
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-04-01,0,4712,4712,4712
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-03-01,103922,4713,4713,4713
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-02-01,227564,4714,4714,4714
Total Nacional,Comunidad valencia,Viajero,Extranjero,2020-01-01,204530,4715,4715,4715
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-12-01,286699,4716,4716,4716
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-11-01,280198,4717,4717,4717
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-10-01,580767,4718,4718,4718
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-09-01,848375,4719,4719,4719
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-08-01,1694735,4720,4720,4720
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-07-01,1131051,4721,4721,4721
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-06-01,170590,4722,4722,4722
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-05-01,21909,4723,4723,4723
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-04-01,0,4724,4724,4724
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-03-01,780478,4725,4725,4725
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-02-01,1627463,4726,4726,4726
Total Nacional,Comunidad valencia,Pernoctaciones,General,2020-01-01,1303929,4727,4727,4727
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-12-01,226573,4728,4728,4728
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-11-01,212882,4729,4729,4729
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-10-01,454859,4730,4730,4730
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-09-01,709087,4731,4731,4731
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-08-01,1386744,4732,4732,4732
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-07-01,886833,4733,4733,4733
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-06-01,150413,4734,4734,4734
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-05-01,19608,4735,4735,4735
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-04-01,0,4736,4736,4736
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-03-01,354598,4737,4737,4737
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-02-01,846599,4738,4738,4738
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2020-01-01,619126,4739,4739,4739
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-12-01,60126,4740,4740,4740
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-11-01,67316,4741,4741,4741
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-10-01,125908,4742,4742,4742
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-09-01,139289,4743,4743,4743
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-08-01,307990,4744,4744,4744
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-07-01,244218,4745,4745,4745
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-06-01,20177,4746,4746,4746
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-05-01,2301,4747,4747,4747
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-04-01,0,4748,4748,4748
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-03-01,425880,4749,4749,4749
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-02-01,780864,4750,4750,4750
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2020-01-01,684803,4751,4751,4751
Total Nacional,Extremadura,Viajero,General,2020-12-01,34812,4752,4752,4752
Total Nacional,Extremadura,Viajero,General,2020-11-01,36089,4753,4753,4753
Total Nacional,Extremadura,Viajero,General,2020-10-01,59000,4754,4754,4754
Total Nacional,Extremadura,Viajero,General,2020-09-01,69874,4755,4755,4755
Total Nacional,Extremadura,Viajero,General,2020-08-01,103295,4756,4756,4756
Total Nacional,Extremadura,Viajero,General,2020-07-01,72713,4757,4757,4757
Total Nacional,Extremadura,Viajero,General,2020-06-01,23319,4758,4758,4758
Total Nacional,Extremadura,Viajero,General,2020-05-01,6164,4759,4759,4759
Total Nacional,Extremadura,Viajero,General,2020-04-01,0,4760,4760,4760
Total Nacional,Extremadura,Viajero,General,2020-03-01,41458,4761,4761,4761
Total Nacional,Extremadura,Viajero,General,2020-02-01,93312,4762,4762,4762
Total Nacional,Extremadura,Viajero,General,2020-01-01,79548,4763,4763,4763
Total Nacional,Extremadura,Viajero,Espana,2020-12-01,31705,4764,4764,4764
Total Nacional,Extremadura,Viajero,Espana,2020-11-01,33535,4765,4765,4765
Total Nacional,Extremadura,Viajero,Espana,2020-10-01,53302,4766,4766,4766
Total Nacional,Extremadura,Viajero,Espana,2020-09-01,64505,4767,4767,4767
Total Nacional,Extremadura,Viajero,Espana,2020-08-01,94094,4768,4768,4768
Total Nacional,Extremadura,Viajero,Espana,2020-07-01,66538,4769,4769,4769
Total Nacional,Extremadura,Viajero,Espana,2020-06-01,21747,4770,4770,4770
Total Nacional,Extremadura,Viajero,Espana,2020-05-01,5595,4771,4771,4771
Total Nacional,Extremadura,Viajero,Espana,2020-04-01,0,4772,4772,4772
Total Nacional,Extremadura,Viajero,Espana,2020-03-01,35267,4773,4773,4773
Total Nacional,Extremadura,Viajero,Espana,2020-02-01,80952,4774,4774,4774
Total Nacional,Extremadura,Viajero,Espana,2020-01-01,63459,4775,4775,4775
Total Nacional,Extremadura,Viajero,Extranjero,2020-12-01,3106,4776,4776,4776
Total Nacional,Extremadura,Viajero,Extranjero,2020-11-01,2554,4777,4777,4777
Total Nacional,Extremadura,Viajero,Extranjero,2020-10-01,5697,4778,4778,4778
Total Nacional,Extremadura,Viajero,Extranjero,2020-09-01,5369,4779,4779,4779
Total Nacional,Extremadura,Viajero,Extranjero,2020-08-01,9201,4780,4780,4780
Total Nacional,Extremadura,Viajero,Extranjero,2020-07-01,6175,4781,4781,4781
Total Nacional,Extremadura,Viajero,Extranjero,2020-06-01,1572,4782,4782,4782
Total Nacional,Extremadura,Viajero,Extranjero,2020-05-01,569,4783,4783,4783
Total Nacional,Extremadura,Viajero,Extranjero,2020-04-01,0,4784,4784,4784
Total Nacional,Extremadura,Viajero,Extranjero,2020-03-01,6192,4785,4785,4785
Total Nacional,Extremadura,Viajero,Extranjero,2020-02-01,12360,4786,4786,4786
Total Nacional,Extremadura,Viajero,Extranjero,2020-01-01,16089,4787,4787,4787
Total Nacional,Extremadura,Pernoctaciones,General,2020-12-01,62008,4788,4788,4788
Total Nacional,Extremadura,Pernoctaciones,General,2020-11-01,65523,4789,4789,4789
Total Nacional,Extremadura,Pernoctaciones,General,2020-10-01,99939,4790,4790,4790
Total Nacional,Extremadura,Pernoctaciones,General,2020-09-01,115262,4791,4791,4791
Total Nacional,Extremadura,Pernoctaciones,General,2020-08-01,172308,4792,4792,4792
Total Nacional,Extremadura,Pernoctaciones,General,2020-07-01,120619,4793,4793,4793
Total Nacional,Extremadura,Pernoctaciones,General,2020-06-01,41944,4794,4794,4794
Total Nacional,Extremadura,Pernoctaciones,General,2020-05-01,15464,4795,4795,4795
Total Nacional,Extremadura,Pernoctaciones,General,2020-04-01,0,4796,4796,4796
Total Nacional,Extremadura,Pernoctaciones,General,2020-03-01,72972,4797,4797,4797
Total Nacional,Extremadura,Pernoctaciones,General,2020-02-01,156500,4798,4798,4798
Total Nacional,Extremadura,Pernoctaciones,General,2020-01-01,129078,4799,4799,4799
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-12-01,56356,4800,4800,4800
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-11-01,60318,4801,4801,4801
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-10-01,90237,4802,4802,4802
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-09-01,106986,4803,4803,4803
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-08-01,157918,4804,4804,4804
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-07-01,110647,4805,4805,4805
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-06-01,38800,4806,4806,4806
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-05-01,12664,4807,4807,4807
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-04-01,0,4808,4808,4808
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-03-01,62970,4809,4809,4809
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-02-01,137514,4810,4810,4810
Total Nacional,Extremadura,Pernoctaciones,Espana,2020-01-01,105019,4811,4811,4811
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2020-12-01,5652,4812,4812,4812
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2020-11-01,5205,4813,4813,4813
